contentsid,title,roadaddress,introduction,latitude,longitude,phoneno,region1cd_value,region1cd_label,region2cd_value,region2cd_label,repPhoto_descseo,repPhoto_photoid_photoid,repPhoto_photoid_imgpath,repPhoto_photoid_thumbnailpath,merged_tag
CNTS_000000000019095,참굴비조형물,제주특별자치도 제주시 추자면 묵리 산 131-1,추자도의 상징인 참굴비 조형물,33.952576,126.30432,--,region3,섬 속의 섬,32,추차도,참굴비조형물,4312,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ba79277b-e2cd-4dde-8201-5e44abc7ebed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/afd3f757-a56f-4379-8adf-6014105700bb.jpg,"['포토스팟', '부모', '친구', '커플', '혼자', '휴식', '비/바람/눈', '안개/흐림', '맑음', '봄', '여름', '가을', '겨울', '중/장년', '청년', '노년', '어트랙션']"
CNTS_300000000013187,고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-14,"유령과 공포를 만나는 이색 체험, ‘고스트타운’",33.476195,126.3569347,064-748-4245,region1,제주시,12,애월,고스트타운,2019022640170,https://api.cdn.visitjeju.net/photomng/imgpath/202409/11/92ce1511-3334-441b-9312-afc4da78226d.jfif,,"['제주도관광', ' 제주도갈만한곳', ' 제주도볼거리', ' 유령의집', ' 테마파크', ' VR체험', ' 유령', ' 할로윈', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '아주 어려움', '실내+실외', '중', '체험', '포토스팟', '1~2시간']"
CNTS_300000000012726,아지트포독,제주특별자치도 서귀포시 중앙로 198-20,"서귀포시 동홍동에 위치한 반려견 전용 프리미엄 토탈 케어샵 아지트포독은 실내 50평, 실외 28평으로 구성되어 있다.",33.2620214,126.5607593,0507-1406-0709,region2,서귀포시,21,서귀포시내,아지트포독,2019022621711,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/6bf22033-87ea-4962-8943-354428efd1c0.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/dba6726c-ad57-417b-bde5-3e53ceebb143.JPG,"['반려견놀이터', '반려견미용', '반려견호텔', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI', '유도 및 안내시설']"
CNTS_300000000012741,삼화훈동물병원,제주특별자치도 제주시 동화로 12,삼화 훈 동물병원은 화북주공아파트와 동중학교 사이에 있는 큰길가 건물에 위치한   동물병원이다.,33.5187794,126.5726952,064-756-8275,region1,제주시,11,제주시내,삼화훈동물병원,2019022622105,https://api.cdn.visitjeju.net/photomng/imgpath/202308/29/e2b2af37-a639-48e2-a734-627dad562331.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/29/46a7ebd3-fe4b-4642-ae49-bde86ac8512d.jpg,"['반려동물병원', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI', '유도 및 안내시설', '경보 및 피난시설']"
CNTS_200000000014626,유캠프,제주특별자치도 제주시 애조로 1216,제주 최고의 실내외 테니스장,33.4610584,126.5109911,0507-1393-7885,region1,제주시,11,제주시내,유캠프,2019022612394,https://api.cdn.visitjeju.net/photomng/imgpath/202303/07/a89d061a-824e-4e97-8757-46bba728f77a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202303/07/145d103e-30c1-4d4b-a5a5-fbeb1055f919.jpg,"['관광지', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '편의점', '음료대', '', '단독접근가능', '단차없음', '장애인 전용 주차장', '쉬움', '실내+실외', '테니스', '1~2시간']"
CNTS_200000000008832,스위트몽키,제주특별자치도 제주시 한경면 산양6길 6-9,청정제주에서 친환경 농법으로 키운 맛있고 건강한 무농약 바나나농장 체험 프로그램,33.2948957,126.2358783,0507-1391-0047,region1,제주시,14,한경,스위트 몽키,2019022556956,https://api.cdn.visitjeju.net/photomng/imgpath/201906/19/924b5fbc-c50f-4bf1-98b2-2e88eb93190e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201906/19/f2f964de-86fb-4123-b6c0-c84e4e89c360.jpg,"['부모', '아이', '체험관광', '실내관광지', '체험', '어린이', '어트랙션', '공용주차장', '카드결제', '현금결제', '어려움', '실내+실외', '하', '1~2시간']"
CNTS_200000000010293,제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,다양한 핸드메이드 공예를 체험을 할수 있는 공간 ,33.5157071,126.5368837,0507-1391-0372,region1,제주시,11,제주시내,제주도공방노꼬메,2019022571011,https://api.cdn.visitjeju.net/photomng/imgpath/202006/18/7007b247-2d35-41e9-ac0a-f96d8eb3a43f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202006/18/9f6fc978-f1e9-4df4-b600-43cf286d419e.jpg,"['공방', '구제주', '체험프로그램', '체험', '쇼핑', '상점/상가', '어트랙션', '현금결제', '카드결제', '화장실', '무료 WIFI', '편의점', '음료대', '재난지원금 ', '문화누리카드 ', '', '실내', '중', '1~2시간']"
CNTS_000000000019558,남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,아름다운 주변에 둘러쌓인 해안 절벽 위에 세워진 연대,33.479195,126.35852,064-728-2731,region1,제주시,12,애월,Namdu Signaling Site,5517,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1e7372af-63b3-4e86-b8f2-2a59311dbf7d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2125d8dd-b8b7-414a-bd3d-0a0523208155.jpg,"['부모', '아이', '문화유적지', '문화관광', '역사유적', '어린이']"
CNTS_200000000014285,러블리독스,제주특별자치도 제주시 연북로 668,러블리독스는 제주 시내에 위치한 애견 카페다.,33.4924788,126.5487385,0507-1423-4769,region1,제주시,11,제주시내,러블리독스,2019022610944,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/0924394d-c64a-4542-9b30-c101eb5c8551.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/495a8453-c4fe-4062-99b8-bae4318525e6.jpg,"['카페', '애견호텔', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_식당카페', '공용주차장', '화장실', '무료 WIFI']"
CNTS_200000000007677,남수각 하늘길 벽화거리,제주특별자치도 제주시 중앙로13길 32,소박한 골목길에 펼쳐진 야외미술관 남수각 하늘길 벽화거리,33.5114291,126.5278268,,region1,제주시,11,제주시내,남수각 하늘길 벽화거리,2018052307699,https://api.cdn.visitjeju.net/photomng/imgpath/201810/26/cc398666-582f-4433-857c-141189f66515.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/26/cb5ad635-1e16-4c47-bf86-99a7a8b363be.jpg,"['커플', '경관/포토', '커플스냅', '실외', '포토스팟', '문화관광', '도보여행', '도보']"
CNTS_000000000021622,기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,숭고한 흔적이 남아 있는 순종의 길,33.446327,126.30273,--,region1,제주시,12,애월,기독교순례길 1코스(순종의길),11581,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/166d5f5d-bd81-442b-87b2-27718b55eea3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/769a4f19-651e-416c-88e7-fa49e5982689.jpg,"['걷기/등산', '흐림', '봄', '가을', '문화관광', '도보여행', '도보', '어트랙션']"
CNTS_000000000019115,추자도등대,제주특별자치도 제주시 추자면 영흥4길 43,추자면 영흥리에 있는 유인 등대로 제주도의 최북단에 위치,33.95636,126.29741,064-742-3780,region3,섬 속의 섬,32,추차도,Chujado Lighthouse,4399,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cb883a8c-787c-4c6b-a3f5-67cd47d638cb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/57135a25-49c8-4937-91bc-e6f5df6ca938.jpg,"['등대', '경관/포토', '맑음', '포토스팟', '어트랙션']"
CNTS_200000000015286,헌마공신 김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,83년의 일생동안 수천여 마리의 말을 나라에 바치다!,33.3352599,126.6681117,064-805-9801,region2,서귀포시,25,남원,헌마공신 김만일기념관,2019022630294,https://api.cdn.visitjeju.net/photomng/imgpath/202401/17/45669581-0ca1-4fac-9ff7-326aef767c1a.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202401/17/5a5c86f6-9a98-4f1a-8eaf-96aa9264d120.png,"['관광지', '안전여행스탬프', '박물관', '김만일', '공용주차장', '화장실', '무료 WIFI', '음료대', '', '단독접근가능', '단차없음', '시각장애인 접근성', '저상버스 접근 가능', '장애인 화장실', '장애인 전용 주차장', '쉬움', '실내+실외', '하', '체험', '공연/전시', '김만일 업적', '공헌을 널리 알', '1시간 미만']"
CNTS_300000000012719,슈몽슈몽,제주특별자치도 제주시 우정로18길 11,반려동물의 안전과 함께 스트레스를 최소화할 수 있도록 최선을 다하는 반려동물 미용샵이다.,33.4848464,126.4296413,0507-1333-8046,region1,제주시,11,제주시내,슈몽슈몽,2019022621655,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/5de063e9-dc1d-465a-9e9b-55eda17d82f2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/8a2bb787-7ae6-4de6-88f2-0bdabbf8d3f1.jpg,"['애견미용실', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI', '유도 및 안내시설']"
CONT_000000000500703,황금굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,원형보존이 잘 되어 있고 희귀한 용암굴,33.3879944,126.2397837,064-796-0001~4,region1,제주시,13,한림,Hwanggeumgul Lava Tube (Hallim Park),20399,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7aae7f89-f4fd-4f01-a336-7460a7919ba8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/59ac4b28-c79f-4d37-9bff-9149d56d0f5d.jpg,"['여름', '경관/포토', '부모', '아이', '친구', '동굴', '자연경관', '포토스팟', '어린이', '무장애관광', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '흡연구역', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '장애인 화장실', '장애인 전용 주차장']"
CNTS_200000000014189,파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33, 파더스가든은 1966년부터 가꿔온 조경수농장을 힐링과 치유의 장소로 제공하고자 2021년부터 관광농원으로 지정하여 약 50여 년 만에 오픈한 공간이다. ,33.2805107,126.3655186,070-8861-8899,region2,서귀포시,23,안덕,파더스가든,2019022610105,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/952cd053-7f8c-45ef-b054-3f4ce93ff31b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/06/6f16d893-c01b-448c-a3f4-4ad4e4a6489c.jpg,"['반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지', '테마공원', '공용주차장', '화장실', '무료 WIFI', '흡연구역', '유도 및 안내시설']"
CNTS_200000000007335,갤러리2 중선농원,제주특별자치도 제주시 영평길 269,감귤농장을 탈바꿈한 갤러리,33.478135,126.57017,064-755-2112,region1,제주시,11,제주시내,갤러리2 중선농원,2018052303678,https://api.cdn.visitjeju.net/photomng/imgpath/201808/07/822d71b2-a356-4432-8837-d9ab579b0d2a.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201808/07/1be4112a-3e69-49b6-9172-50cde5d35ae0.JPG,"['혼자', '미술/박물관', '사계절', '전시', '예술', '문화', '카페', '실내관광지', '어트랙션']"
CNTS_300000000016096,하례감귤점빵협동조합,제주특별자치도 서귀포시 남원읍 하례로 272,제주 전통 상웨떡의 변신은 무죄,33.3252261,126.5961931,064-767-4545,region2,서귀포시,25,남원,하례감귤점빵협동조합,2019022620068,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/7d7c7002-a805-483a-a51a-eaf0d6cca33d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/36a7401e-1b07-4dfa-b866-1460ea9fcd49.jpg,"['빵', '상웨떡', '전통떡', '떡', '전통', '전통음료', '쉰다리', '1~2시간']"
CNTS_000000000021167,현사포구,제주특별자치도 제주시 이호1동,낚시꾼들이 애정하는 한치 포인트,33.50021,126.45968,--,region1,제주시,11,제주시내,현사포구,10744,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4d96fd44-f120-4ee3-80a6-830ff384aaac.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/157b64e8-ebda-4b6d-bb96-480c461db007.jpg,"['커플', '친구', '일몰', '밤', '올레', '자전거', '낚시', '자연경관']"
CNTS_200000000010698,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,"제주의 청정을 그대로 유지한 자연의 품에 안겨 그 속에서 휴식과 회복, 그로부터 신체 나이를 되돌리는 데 도움을 주는 자연주의 스파, 더힐하우스스파가 바로 그곳이다. 더힐하우스스파는 블랙스톤 골프호텔 단지 내에 위치하고 있으며 편안한 분위기와 현대식 시설을 갖춘 전문 스파다. ",33.355577,126.3056877,064-795-2380,region1,제주시,13,한림,더힐하우스스파,2019022574486,https://api.cdn.visitjeju.net/photomng/imgpath/202010/07/63cccfd1-f566-4aa5-bdee-b96c470384c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202010/07/6e9c0d2f-a13d-4f65-8432-9924ce93c71a.jpg,"['힐링', '스파', '어트랙션']"
CNTS_000000000021391,예래해안도로,제주특별자치도 서귀포시 예래해안로,여유롭고 한적한 제주의 해안을 즐길 수 있는 곳,33.233536,126.37748,--,region2,서귀포시,21,서귀포시내,예래해안도로,11192,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/87f54009-5072-4cba-815b-bc58e0b1cc9b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a313e771-a170-4997-892b-8d48ea6efc38.jpg,"['해변', '드라이브', '맑음', '커플', '아이', '혼자', '친구', '부모', '자연경관', '어린이']"
CONT_000000000500576,제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",제주 하늘을 날아보자,33.510384,126.53031,0507-1393-2633,region1,제주시,11,제주시내,Jeju Paragliding School,19760,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2871eb8a-31f1-46da-ac92-eef19f6762c8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7e8c9f48-0b2a-4f71-8c94-afa3bf69d6a7.jpg,"['액티비티', '커플', '맑음', '체험', '레저/체험', '수상레저', '어트랙션']"
CNTS_300000000016097,사월의 꿩,제주특별자치도 제주시 구좌읍 번영로 2178,향토음식 장인이 만드는 유일무이 제주 보양식 꿩엿,33.4281061,126.751044,0507-1378-8501,region1,제주시,16,구좌,강주남 장인의 제주민속식품 사월의 꿩,2019022620070,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/0b128a4f-f990-4fd0-88b7-3955ff3f79c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/8f67c313-edb1-4783-818e-14c9bb6ad4f4.jpg,"['꿩', '보양식', '엿', '꿩엿', '단체체험', '단체교육', ' 러닝홀리데이인제주', '1시간 미만']"
CONT_000000000500414,"안세미 (명도오름,明道岳)",제주특별자치도 제주시 봉개동 산2 ,청정 자연을 담은 맑은 샘이 있는 오름,33.46701910446143,126.60641338836058,064-710-6072,region1,제주시,11,제주시내,Ansemi Oreum Volcanic Cone (Myeongdo Oreum Volcanic Cone),18910,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/56d46cbe-82c4-45e1-bb1e-15507c9e73ba.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1a5eb597-ecc4-433f-b6d5-3c9f1d0a399e.jpg,"['오름', '걷기/등산', '자연경관', '도보여행', '도보', '공용주차장']"
CNTS_000000000020100,돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,추자도 돈대산에 위치한 산림휴양산책로,33.949707,126.32238,--,region3,섬 속의 섬,32,추차도,Dondaesan Sanrim Recreation Trail,7379,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2f056406-0506-4e5e-b3a9-75ee2bb44ab2.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c9665b57-183f-44ee-a257-408d0de236ed.gif,"['산', '걷기/등산', '흐림', '맑음', '자연경관', '아주 어려움']"
CNTS_300000000013010,아르떼 키즈파크 제주,제주특별자치도 제주시 애월읍 월각로 929 (봉성리) 아르떼 키즈파크 제주,가보지 못한 자연 속 즐거운 놀이 세상 Joyful Nature,33.3539314,126.3585151,064-799-7007,region1,제주시,12,애월,아르떼 키즈파크 제주,2019022633012,https://api.cdn.visitjeju.net/photomng/imgpath/202405/09/6e5ad58b-6f74-4934-af1f-a1eef3905cf1.jpg,https://api.cdn.visitjeju.net/thumbnail/photomng/imgpath/202405/09/6e5ad58b-6f74-4934-af1f-a1eef3905cf1.jpg,"['제주키즈카페', '아이와가볼만한곳', '어린이', '가족', '실내관광지', '어트랙션', '관광지', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '편의점', '음료대', '경보 및 피난시설', '엘리베이터', '', '영어', '중국어', '장애인 화장실', '장애인 전용 주차장', '실내', '체험', '유아시설', '공연/전시', '포토스팟']"
CNTS_200000000010373,신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,"성산읍 신풍리는 '새롭고 풍요로운 마을을 지향한다'는 뜻을 가지고 있는는 반농반어촌 마을로, 전통문화와 생활풍속이 오늘날까지 살아있는 '어멍아방(어머니, 아버지)잔치마을'로 알려져 있다.",33.3618401,126.8405958,064-782-7445,region2,서귀포시,17,성산,신풍리 밭담길,2019022571566,https://api.cdn.visitjeju.net/photomng/imgpath/202007/10/e1d0f859-da10-40b4-bd6b-7b6ea506b101.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202007/10/16522f12-1eb4-4fa4-902b-b41bc5c4cccd.jpg,"['밭담', ' 성산', ' 신풍리', ' 농촌체험마을', '성산', '신풍리', '농촌체험마을', '자연경관', '문화관광', '체험', '도보여행', '도보', '언택트']"
CNTS_300000000013476,북앤토이뮤지엄,"제주특별자치도 서귀포시 안덕면 동광로 267-7 (동광리, 토이파크) 현 북앤토이 뮤지엄 (구 제주 토이파크 뮤지엄)",남녀노소 모두에게 역사와 과학을 선물하자 북앤토이 뮤지엄 입니다,33.3190856,126.3457347,0507-1417-0334,region2,서귀포시,23,안덕,북앤토이뮤지엄,2019022650599,https://api.cdn.visitjeju.net/photomng/imgpath/202503/29/bc78608d-b909-456a-b35f-d38a1dd6672b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202503/29/4d9e2c42-300f-4646-ad11-1b1d3848243d.jpg,"['제주', ' 박물관', ' 미술관', ' 체험', ' 카페', ' 힐링', ' 역사', ' 승마 ', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '흡연구역', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '', '장애인 전용 주차장', '쉬움', '실내+실외', '하', '캠핑', '체험', '유아시설', '공연/전시', '추억 행복 교육 체험 힐링 ', '1~2시간']"
CNTS_300000000015887,하효살롱 협동조합,제주특별자치도 서귀포시 효돈순환로 217-8,새콤달콤 하효감귤로 즐기는 음식 체험,33.2565119,126.6219281,064-732-8181,region2,서귀포시,21,서귀포시내,하효살롱 체험센터,2019022618011,https://api.cdn.visitjeju.net/photomng/imgpath/202306/20/aed1fff2-6ace-47db-8fe5-499d614d9436.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/d1d1f257-d9bb-4d5d-b7a7-3e96cd3a8088.jpg,"['서귀포', ' 효돈', ' 감귤과즐', ' 감귤타르트', ' 이색체험', '실내', '하', '1시간 미만']"
CNTS_000000000019100,예초리포구,제주특별자치도 제주시 추자면 추자로 753,하추자도의 동북쪽에 위치한 작은 마을 예초리 포구,33.9557594,126.3324318,--,region1,제주시,11,제주시내,Yecho-ri Port,4347,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5e778e37-96d2-4ce4-82c1-63d02740f93c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ce86f829-a3cd-40b7-b4eb-a7be27006c3e.jpg,"['포구', '해변', '문화유적지', '문화관광', '역사유적']"
CNTS_300000000012713,뒹굴개,제주특별자치도 제주시 삼무로 74,뒹굴개는 반려견들이 편안하게 뒹굴 수 있는 공간을 의미한다.,33.489578,126.4944603,0507-1317-0732,region1,제주시,11,제주시내,뒹굴개,2019022621605,https://api.cdn.visitjeju.net/photomng/imgpath/202308/22/6677d249-26a5-4bc5-aa07-f3d724e6f36a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/22/71eb95b6-2ee9-41a2-b345-f363464195fd.jpg,"['반려견카페', '애견유치원', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '화장실', '무료 WIFI', '유도 및 안내시설']"
CNTS_200000000013566,제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,반려인과 반려동물이 함께 행복을 꿈꾸는 곳,33.3204815,126.7454994,064-764-7888,region2,서귀포시,25,남원,제주펫,2019022602280,https://api.cdn.visitjeju.net/photomng/imgpath/202207/01/45c95ed1-7b52-4bd9-b1a6-46791531a310.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/01/9cb1c754-de06-48b2-b139-26382f845231.jpg,"['카페', '음식', '관광지', '무장애관광', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_기타체험', '공용주차장', '화장실', '무료 WIFI', '카드결제', '현금결제', '탐나는전', ' 제로페이', '단독접근가능', '저상버스 접근 가능', '장애인 화장실', '쉬움', '실내+실외', '하', '애견동반시설', '1~2시간']"
CNTS_000000000020983,성산~세화 해안도로,제주특별자치도 서귀포시 성산읍 해맞이해안로 2636,일출이 아름다운 해맞이 해안도로,33.475853,126.90978,--,region2,서귀포시,17,성산,성산~세화 해안도로,10339,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bfc943f0-5372-4a9f-8d07-97c3793808db.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0e60a2f0-48ed-4e78-8597-0c6caced4e27.jpg,"['일출', '해변', '드라이브', '커플', '맑음', '여름', '아주 어려움', '자연경관']"
CONT_000000000500491,월나봉(도래오름),제주특별자치도 서귀포시 안덕면 감산리 1148 일대,제주 서부일대의 전쟁유적지를 느낄 수 있는 오름,33.245667,126.3499,,region2,서귀포시,23,안덕,Wolnabong Volcanic Cone (Dorae Oreum Volcanic Cone),19248,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/af356159-ad9d-4e3a-a8fb-2829d599b82f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a6371f35-617b-4741-a6ef-905de3a0ada6.jpg,"['친구', '커플', '맑음', '오름', '자연경관', '도보여행', '도보']"
CNTS_300000000013676,(주)시트러스,제주특별자치도 서귀포시 남원읍 신례천로 46,제주 감귤로 만드는 제주 술! 감귤와인부터 오크숙성 감귤 증류주까지 다양한 주류를 만나보자.,33.3330338,126.6180657,,region2,서귀포시,25,남원,(주)시트러스,2019022655378,https://api.cdn.visitjeju.net/photomng/imgpath/202508/12/1f7bf8d5-a033-4efa-b9ef-f3a5e5b2cf83.PNG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202508/12/e2ae6e2a-37a8-4402-8d04-1bf355998016.PNG,"['제주', '서귀포시', ' 남원읍', ' 전통주', ' 감귤와인', ' 감귤증류주', ' 시트러스']"
CNTS_300000000015836,너도나도 ATV,제주특별자치도 제주시 조천읍 비자림로 1053,녹음이 우거진 비자림로를 달려볼 수 있는 ATV,33.4180631,126.6534847,010-7563-7254,region1,제주시,15,조천,너도나도 ATV,2019022617538,https://api.cdn.visitjeju.net/photomng/imgpath/202306/16/d60595e2-86f4-4829-96ae-7348b3c41253.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/16/f9c43728-3508-4b64-9646-04a4de3fde0a.jpg,"['맑음', '체험관광', '액티비티', '사계절', '실외', '중', '1~2시간']"
CNTS_300000000015838,드르쿰다 제주 상효점,제주특별자치도 서귀포시 516로 619,곶자왈 품은 숲과 함께 하는 카페에서 향긋한 커피 한 잔을 즐겨보세요,33.3037607,126.598499,070-8806-5999,region2,서귀포시,21,서귀포시내,드르쿰다ATV IN 상효,2019022647779,https://api.cdn.visitjeju.net/photomng/imgpath/202411/25/ff23298a-8f96-4ae4-9224-9b940b0d9dac.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202411/25/4b34c9c7-2dce-4d5a-a3ba-0b77e087c151.jpeg,"['친구', '아이', '맑음', '테마공원', '체험관광', '액티비티', ' 서귀포', ' 상효동', ' ATV', ' 곶자왈', '화장실', '무료 WIFI', '흡연구역', '실외', '중', '1시간 미만']"
CNTS_000000000019089,오름터 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 99,성읍민속마을 내에 위치한 제주도 전통 생활 모습을 볼 수 있는 곳,33.391445,126.80072,--,region2,서귀포시,26,표선,Oreumteu Folk Village,4293,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3ca0e429-d9f3-42dd-9550-2c5097f12c0a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f330b3b1-e605-447d-aa4d-1c2d519adeb3.jpg,"['오름', '문화유적지', '아이', '흐림', '문화관광', '역사유적', '도보여행', '도보', '마을산책', '마을관광', '어린이']"
CNTS_000000000021433,천주교 순례길 - 김대건길,제주특별자치도 제주시 한경면 고산로 6-3,"110여년의 역사를 간직한 묵상의 시간,고산성당에서 성 김대건신부 표착지인 용수성지까지 순례길",33.301857,126.1801,070-8870-4578,region1,제주시,11,제주시내,천주교 순례길 - 김대건길,11284,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2c83b0ef-ce78-4682-a9f8-9a67c0b260aa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7abf247-9cd4-45b8-afe1-2bd06c0e1f36.jpg,"['걷기/등산', '흐림', '봄', '가을', '문화관광', '도보여행', '도보', '어트랙션']"
CNTS_300000000016083,키아나 요가,제주특별자치도 서귀포시 안덕면 사계남로50번길 1,제주 자연 속에서 진행하는 요가 수련인 키아나 요가,33.2271749,126.2957594,0507-1322-1257,region2,서귀포시,23,안덕,키아나 요가,2019022620005,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/4ffc52fb-6d96-4308-9aa9-4f16fac7cb9c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/1aef9a29-c4b9-4f19-b169-3ed27de22d4b.jpg,"['요가', '산방산', '사계해변', '힐링', '수련', '명상', ' 러닝홀리데이인제주']"
CNTS_000000000022067,금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,"제주의 동쪽 김녕리에 자리한 금룡사는 너럭바위와 소나무 등이 어우러져 청룡, 황룡의 조화를 이루는 천연도량이다.",33.5398407,126.746583,064-783-5180,region1,제주시,16,구좌,금룡사,12687,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d856f703-4f7d-46a0-9253-4dd849261980.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/20bbd7e6-cb5b-488a-a0c9-310314103d9a.jpg,"['실내', '휴식/힐링', '사계절', '문화관광', '어트랙션']"
